PR,URL,Title,Content type,Is rendered page,HTTP status code,Organic traffic,Depth,Internal outlinks to 4xx,Internal outlinks codes (4xx),No. of internal outlinks to 4xx,External outlinks to 4xx,External outlinks codes (4xx),No. of external outlinks to 4xx,recomendacao_ivoire,categoria_ivoire,severidade_ivoire
20,https://www.aviva.com.br/blog/mala-de-viagem-para-a-praia-saiba-como-montar-a-sua,Mala de viagem para a praia: saiba como montar a sua!,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.costadosauipe.com.br/como-ir-de-onibus-para-sauipe-veja-opcoes-partindo-de-diferentes-cidades,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/aprenda-como-dancar-quadrilha-para-aproveitar-a-festa-junina,Aprenda como dançar quadrilha para aproveitar a festa junina,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.rioquente.com.br/descubra-tudo-o-que-vai-rolar-no-arraio-do-rio-quente,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/tudo-o-que-voce-precisa-saber-sobre-pilates,Tudo o que você precisa saber sobre pilates!,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.rioquente.com.br/mes/para-onde-viajar-em-marco,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/conheca-o-hot-park,Hot Park: curta um dos parques de diversões mais inesquecíveis do mundo,text/html;charset=utf-8,true,200,0,0,,,0,https://site.rioquente.com.br/pacote-aereo-sp,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/uberaba-a-caldas-novas-rotas-e-dicas-de-como-chegar,Uberaba a Caldas Novas: rotas e dicas de como chegar,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.rioquente.com.br/casarao-dos-gonzaga-saiba-mais-sobre-essa-atracao-historica,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/pacote-de-viagem,Pacote de viagem: conheça as vantagens de negociar hospedagem e vôo na mesma compra,text/html;charset=utf-8,true,200,0,0,,,0,https://site.rioquente.com.br/pacote-aereo-sp,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/hospede-em-hotel-pode-receber-visita-tire-suas-duvidas-sobre,Hóspede em hotel pode receber visita? Tire suas dúvidas sobre,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.rioquente.com.br/restaurantes-em-caldas-novas-conheca-a-gastronomia-da-cidade,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/festa-junina-aprenda-como-dancar-quadrilha,Festa Junina: aprenda como dançar quadrilha!,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.costadosauipe.com.br/saiba-tudo-sobre-o-arraio-a-festa-junina-da-costa-do-sauipe,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/pode-levar-comida-no-aviao-saiba-tudo-sobre,Pode levar comida no avião? Saiba tudo sobre,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.costadosauipe.com.br/viajar-com-seguranca-aproveite-a-costa-do-sauipe-protegido,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/futevolei-tudo-o-que-voce-precisa-saber-sobre-o-esporte,Futevôlei: tudo o que você precisa saber sobre o esporte,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.rioquente.com.br/conheca-tudo-sobre-o-remexa-o-incrivel-festival-do-rio-quente,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/aeroporto-de-caldas-novas,Aeroporto de Caldas Novas: conheça o segundo maior terminal de passageiros do estado de Goiás,text/html;charset=utf-8,true,200,0,0,,,0,https://site.rioquente.com.br/pacote-aereo-sp?_gl%3D1%252anog0sd%252a_gcl_aw%252aR0NMLjE3MTkwMDc2MTkuQ2p3S0NBand5ZFN6QmhCT0Vpd0FqMFhONElDaWJBMlF0aUpmRlZwaFhwOXdtZjdZWHd3S0l3dDVaR0NBblJCc1I0bExrekJFemtGa0ZCb0NwNFFRQXZEX0J3RQ..%252a_gcl_au%252aNTEyNDI3Nzc3LjE3MTg2NjAyMTI.%252a_ga%252aMTY5MjE4ODEwOC4xNzE4NjYwMjE1%252a_ga_KJ84YT04SG%252aMTcxOTAxNzA0OC44LjEuMTcxOTAxODYzNi42MC4wLjE0MDE3NTY2ODQ.%26_ga%3D2.188774632.259843761.1719007618-1692188108.1718660215%26_gac%3D1.160629327.1719007618.CjwKCAjwydSzBhBOEiwAj0XN4ICibA2QtiJfFVphXp9wmf7YXwwKIwt5ZGCAnRBsR4lLkzBEzkFkFBoCp4QQAvD_BwE,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media
20,https://www.aviva.com.br/blog/lugares-para-casar-quatro-locais-perfeitos-para-cerimonia-e-comemoracao,Lugares para casar: quatro locais perfeitos para cerimônia e comemoração,text/html;charset=utf-8,true,200,0,0,,,0,https://guia.costadosauipe.com.br/casamento-em-resort-por-que-escolher-a-costa-do-sauipe,,,"1) No anexo, coluna 'Target URL' lista as URLs quebradas linkadas.",Links,Media

Total: 22 URLs | Issue: indexable-Page has links to broken page | Fonte: /ahrefs-reports/aviva_all-issues/Error-indexable-Page_has_links_to_broken_page.csv | Filtro aplicado: aviva.com.br | Gerado: 2026-05-04
